environment | time (second),inlet | u_mmHg (dimensionless),inlet | v_mm3_s (mm3_per_s),PV1 | u_mmHg (dimensionless),PV1 | v_mm3_s (mm3_per_s),PV2 | u_mmHg (dimensionless),PV2 | v_mm3_s (mm3_per_s),V1 | u_mmHg (dimensionless),V1 | v_mm3_s (mm3_per_s),V2 | u_mmHg (dimensionless),V2 | v_mm3_s (mm3_per_s),VV_junc1 | H_VV_out_alpha (dimensionless),VV_junc1 | H_VV_out_beta (dimensionless),VV_junc1 | u_mmHg (dimensionless),VV_junc1 | v_mm3_s (mm3_per_s)
283,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579869e-06,49.8273926341321,3.3417736657982e-06,49.8258805785795,3.34177366580438e-06,49.8258805785795,3.34177366580428e-06,0.450000000000006,0.449999999999978,49.8790355557953,6.68354733160868e-06
284,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579842e-06,49.8273926341321,3.34177366579836e-06,49.8258805785795,3.34177366580412e-06,49.8258805785795,3.34177366580427e-06,0.450000000000003,0.45,49.8790355557953,6.68354733160868e-06
285,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.3417736657983e-06,49.8273926341321,3.34177366579832e-06,49.8258805785795,3.34177366580414e-06,49.8258805785795,3.34177366580426e-06,0.450000000000001,0.45,49.8790355557953,6.68354733160868e-06
286,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579828e-06,49.8273926341321,3.34177366579829e-06,49.8258805785795,3.34177366580415e-06,49.8258805785795,3.34177366580425e-06,0.45,0.45,49.8790355557953,6.68354733160868e-06
287,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579977e-06,49.8273926341321,3.3417736657968e-06,49.8258805785795,3.34177366580458e-06,49.8258805785795,3.3417736658041e-06,0.450000000000084,0.449999999999918,49.8790355557953,6.68354733160868e-06
288,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579952e-06,49.8273926341321,3.3417736657971e-06,49.8258805785795,3.34177366580443e-06,49.8258805785795,3.34177366580395e-06,0.450000000000062,0.449999999999928,49.8790355557953,6.68354733160868e-06
289,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579702e-06,49.8273926341321,3.3417736657996e-06,49.8258805785795,3.34177366580435e-06,49.8258805785795,3.34177366580433e-06,0.450000000000072,0.449999999999928,49.8790355557953,6.68354733160868e-06
290,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579705e-06,49.8273926341321,3.34177366579951e-06,49.8258805785795,3.34177366580418e-06,49.8258805785795,3.34177366580449e-06,0.450000000000076,0.449999999999939,49.8790355557953,6.68354733160868e-06
291,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366579806e-06,49.8273926341321,3.34177366579852e-06,49.8258805785795,3.3417736658041e-06,49.8258805785795,3.34177366580426e-06,0.45000000000001,0.449999999999984,49.8790355557953,6.68354733160868e-06
292,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579834e-06,49.8273926341321,3.34177366579831e-06,49.8258805785795,3.34177366580409e-06,49.8258805785795,3.34177366580428e-06,0.449999999999996,0.449999999999994,49.8790355557953,6.68354733160868e-06
293,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579835e-06,49.8273926341321,3.34177366579829e-06,49.8258805785795,3.3417736658041e-06,49.8258805785795,3.34177366580427e-06,0.450000000000001,0.449999999999998,49.8790355557953,6.68354733160868e-06
294,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366579828e-06,49.8273926341321,3.34177366579826e-06,49.8258805785795,3.34177366580411e-06,49.8258805785795,3.34177366580426e-06,0.450000000000001,0.45,49.8790355557953,6.68354733160868e-06
295,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366579829e-06,49.8273926341321,3.34177366579828e-06,49.8258805785795,3.34177366580411e-06,49.8258805785795,3.34177366580424e-06,0.45,0.45,49.8790355557953,6.68354733160868e-06
296,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579832e-06,49.8273926341321,3.34177366579832e-06,49.8258805785795,3.34177366580412e-06,49.8258805785795,3.34177366580423e-06,0.45,0.45,49.8790355557953,6.68354733160868e-06
297,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579829e-06,49.8273926341321,3.34177366579829e-06,49.8258805785795,3.34177366580413e-06,49.8258805785795,3.34177366580422e-06,0.45,0.45,49.8790355557953,6.68354733160868e-06
298,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579977e-06,49.8273926341321,3.34177366579679e-06,49.8258805785795,3.34177366580457e-06,49.8258805785795,3.34177366580408e-06,0.450000000000085,0.449999999999918,49.8790355557953,6.68354733160868e-06
299,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579805e-06,49.8273926341321,3.34177366579859e-06,49.8258805785795,3.34177366580429e-06,49.8258805785795,3.34177366580406e-06,0.450000000000008,0.449999999999978,49.8790355557953,6.68354733160868e-06
300,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579725e-06,49.8273926341321,3.34177366579921e-06,49.8258805785795,3.34177366580419e-06,49.8258805785795,3.34177366580445e-06,0.450000000000068,0.449999999999959,49.8790355557953,6.68354733160868e-06
301,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579796e-06,49.8273926341321,3.34177366579839e-06,49.8258805785795,3.34177366580412e-06,49.8258805785795,3.3417736658042e-06,0.450000000000021,0.449999999999997,49.8790355557953,6.68354733160868e-06
302,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579973e-06,49.8273926341321,3.34177366579674e-06,49.8258805785795,3.34177366580453e-06,49.8258805785795,3.34177366580407e-06,0.450000000000086,0.44999999999992,49.8790355557953,6.68354733160868e-06
303,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579956e-06,49.8273926341321,3.34177366579708e-06,49.8258805785795,3.34177366580438e-06,49.8258805785795,3.34177366580392e-06,0.450000000000062,0.449999999999924,49.8790355557953,6.68354733160868e-06
304,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579556e-06,49.8273926341321,3.34177366580109e-06,49.8258805785795,3.34177366580417e-06,49.8258805785795,3.34177366580444e-06,0.45000000000015,0.449999999999842,49.8790355557953,6.68354733160868e-06
305,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366581243e-06,49.8273926341321,3.34177366581436e-06,49.8258805785795,3.34177366580431e-06,49.8258805785795,3.34177366580462e-06,0.450000000000067,0.449999999999959,49.8790355557953,6.68354733160777e-06
306,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.3417736657991e-06,49.8273926341321,3.34177366579754e-06,49.8258805785795,3.34177366580404e-06,49.8258805785795,3.3417736658043e-06,0.450000000000033,0.449999999999946,49.8790355557953,6.68354733160868e-06
307,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.3417736658153e-06,49.8273926341321,3.34177366581178e-06,49.8258805785795,3.34177366580454e-06,49.8258805785795,3.34177366580443e-06,0.450000000000081,0.449999999999884,49.8790355557953,6.68354733160777e-06
308,49.9395177778976,6.68354733160866e-06,49.827392634132,3.34177366581162e-06,49.8273926341321,3.34177366580001e-06,49.8258805785795,3.34177366580415e-06,49.8258805785795,3.34177366580452e-06,0.450000000000348,0.449999999999701,49.8790355557953,6.68354733160868e-06
309,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366581275e-06,49.8273926341321,3.34177366581427e-06,49.8258805785795,3.34177366580436e-06,49.8258805785795,3.34177366580464e-06,0.45000000000002,0.449999999999935,49.8790355557953,6.68354733160777e-06
310,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366580048e-06,49.827392634132,3.34177366581109e-06,49.8258805785795,3.34177366580423e-06,49.8258805785795,3.34177366580417e-06,0.450000000000314,0.449999999999722,49.8790355557953,6.68354733160868e-06
311,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579955e-06,49.8273926341321,3.34177366579668e-06,49.8258805785795,3.34177366580441e-06,49.8258805785795,3.34177366580395e-06,0.450000000000102,0.449999999999942,49.8790355557953,6.68354733160868e-06
312,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579546e-06,49.8273926341321,3.34177366580097e-06,49.8258805785795,3.34177366580419e-06,49.8258805785795,3.34177366580443e-06,0.450000000000152,0.449999999999845,49.8790355557953,6.68354733160868e-06
313,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366581251e-06,49.8273926341321,3.34177366581456e-06,49.8258805785795,3.34177366580432e-06,49.8258805785795,3.34177366580462e-06,0.450000000000023,0.449999999999909,49.8790355557953,6.68354733160777e-06
314,49.9395177778976,6.68354733160866e-06,49.827392634132,3.34177366583056e-06,49.827392634132,3.34177366582615e-06,49.8258805785795,3.34177366580417e-06,49.8258805785795,3.34177366580417e-06,0.450000000000143,0.449999999999897,49.8790355557953,6.68354733160777e-06
315,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579808e-06,49.8273926341321,3.34177366579812e-06,49.8258805785795,3.34177366580422e-06,49.8258805785795,3.34177366580438e-06,0.450000000000026,0.450000000000023,49.8790355557953,6.68354733160868e-06
316,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366581243e-06,49.8273926341321,3.34177366581434e-06,49.8258805785795,3.34177366580444e-06,49.8258805785795,3.34177366580446e-06,0.450000000000039,0.449999999999932,49.8790355557953,6.68354733160777e-06
317,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579799e-06,49.8273926341321,3.34177366579847e-06,49.8258805785795,3.34177366580408e-06,49.8258805785795,3.3417736658042e-06,0.450000000000025,0.449999999999998,49.8790355557953,6.68354733160868e-06
318,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.3417736657982e-06,49.8273926341321,3.34177366579822e-06,49.8258805785795,3.34177366580436e-06,49.8258805785795,3.34177366580451e-06,0.450000000000011,0.45000000000001,49.8790355557953,6.68354733160868e-06
319,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366579829e-06,49.8273926341321,3.34177366579826e-06,49.8258805785795,3.34177366580437e-06,49.8258805785795,3.3417736658045e-06,0.45,0.449999999999998,49.8790355557953,6.68354733160868e-06
320,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.3417736657983e-06,49.8273926341321,3.34177366579828e-06,49.8258805785795,3.34177366580438e-06,49.8258805785795,3.34177366580419e-06,0.45,0.449999999999999,49.8790355557953,6.68354733160868e-06
321,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366579829e-06,49.8273926341321,3.34177366579829e-06,49.8258805785795,3.34177366580439e-06,49.8258805785795,3.34177366580449e-06,0.45,0.45,49.8790355557953,6.68354733160868e-06
322,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366579829e-06,49.8273926341321,3.34177366579829e-06,49.8258805785795,3.3417736658041e-06,49.8258805785795,3.34177366580419e-06,0.45,0.45,49.8790355557953,6.68354733160868e-06
323,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.3417736657998e-06,49.8273926341321,3.34177366579681e-06,49.8258805785795,3.34177366580454e-06,49.8258805785795,3.34177366580405e-06,0.450000000000082,0.449999999999916,49.8790355557953,6.68354733160868e-06
324,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366579798e-06,49.8273926341321,3.34177366579845e-06,49.8258805785795,3.34177366580427e-06,49.8258805785795,3.34177366580432e-06,0.45000000000003,0.450000000000003,49.8790355557953,6.68354733160868e-06
325,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366579712e-06,49.8273926341321,3.34177366579909e-06,49.8258805785795,3.34177366580415e-06,49.8258805785795,3.3417736658041e-06,0.450000000000061,0.449999999999951,49.8790355557953,6.68354733160868e-06
326,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579787e-06,49.8273926341321,3.34177366579839e-06,49.8258805785795,3.34177366580407e-06,49.8258805785795,3.34177366580415e-06,0.45000000000002,0.449999999999991,49.8790355557953,6.68354733160868e-06
327,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366579821e-06,49.8273926341321,3.34177366579823e-06,49.8258805785795,3.34177366580435e-06,49.8258805785795,3.34177366580446e-06,0.450000000000009,0.450000000000007,49.8790355557953,6.68354733160868e-06
328,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366579829e-06,49.8273926341321,3.34177366579824e-06,49.8258805785795,3.34177366580435e-06,49.8258805785795,3.34177366580445e-06,0.450000000000003,0.45,49.8790355557953,6.68354733160868e-06
329,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579829e-06,49.8273926341321,3.34177366579827e-06,49.8258805785795,3.34177366580437e-06,49.8258805785795,3.34177366580445e-06,0.45,0.449999999999998,49.8790355557953,6.68354733160868e-06
330,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579829e-06,49.8273926341321,3.34177366579829e-06,49.8258805785795,3.34177366580438e-06,49.8258805785795,3.34177366580445e-06,0.45,0.45,49.8790355557953,6.68354733160868e-06
331,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579829e-06,49.8273926341321,3.34177366579829e-06,49.8258805785795,3.34177366580439e-06,49.8258805785795,3.34177366580446e-06,0.45,0.45,49.8790355557953,6.68354733160868e-06
332,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579981e-06,49.8273926341321,3.34177366579683e-06,49.8258805785795,3.34177366580454e-06,49.8258805785795,3.34177366580403e-06,0.45000000000008,0.449999999999914,49.8790355557953,6.68354733160868e-06
333,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579792e-06,49.8273926341321,3.34177366579848e-06,49.8258805785795,3.34177366580425e-06,49.8258805785795,3.34177366580431e-06,0.450000000000031,0.449999999999999,49.8790355557953,6.68354733160868e-06
334,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366581229e-06,49.8273926341321,3.34177366581447e-06,49.8258805785795,3.34177366580445e-06,49.8258805785795,3.34177366580442e-06,0.450000000000058,0.449999999999936,49.8790355557953,6.68354733160777e-06
335,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579806e-06,49.8273926341321,3.34177366579873e-06,49.8258805785795,3.34177366580439e-06,49.8258805785795,3.34177366580451e-06,0.450000000000012,0.449999999999975,49.8790355557953,6.68354733160868e-06
336,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579831e-06,49.8273926341321,3.34177366579837e-06,49.8258805785795,3.34177366580408e-06,49.8258805785795,3.34177366580424e-06,0.450000000000006,0.450000000000002,49.8790355557953,6.68354733160868e-06
337,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579834e-06,49.8273926341321,3.34177366579829e-06,49.8258805785795,3.34177366580409e-06,49.8258805785795,3.34177366580424e-06,0.450000000000002,0.449999999999999,49.8790355557953,6.68354733160868e-06
338,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579832e-06,49.8273926341321,3.34177366579829e-06,49.8258805785795,3.3417736658041e-06,49.8258805785795,3.34177366580424e-06,0.45,0.449999999999998,49.8790355557953,6.68354733160868e-06
339,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579981e-06,49.8273926341321,3.34177366579682e-06,49.8258805785795,3.34177366580455e-06,49.8258805785795,3.3417736658041e-06,0.450000000000078,0.449999999999912,49.8790355557953,6.68354733160868e-06
340,49.9395177778976,6.68354733160866e-06,49.827392634132,3.34177366581301e-06,49.8273926341321,3.34177366579843e-06,49.8258805785795,3.34177366580426e-06,49.8258805785795,3.34177366580406e-06,0.450000000000431,0.449999999999617,49.8790355557953,6.68354733160868e-06
341,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579575e-06,49.8273926341321,3.34177366580068e-06,49.8258805785795,3.34177366580403e-06,49.8258805785795,3.34177366580458e-06,0.450000000000146,0.449999999999871,49.8790355557953,6.68354733160868e-06
342,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366579837e-06,49.8273926341321,3.34177366579828e-06,49.8258805785795,3.34177366580426e-06,49.8258805785795,3.34177366580435e-06,0.449999999999989,0.449999999999984,49.8790355557953,6.68354733160868e-06
343,49.9395177778977,6.6835473316079e-06,49.8273926341321,3.34177366580078e-06,49.827392634132,3.34177366581086e-06,49.8258805785795,3.34177366580448e-06,49.8258805785795,3.34177366580413e-06,0.450000000000281,0.449999999999719,49.8790355557953,6.68354733160868e-06
344,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579973e-06,49.8273926341321,3.34177366579678e-06,49.8258805785795,3.3417736658047e-06,49.8258805785795,3.34177366580391e-06,0.450000000000089,0.449999999999924,49.8790355557953,6.68354733160868e-06
345,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.341773665797e-06,49.8273926341321,3.34177366579957e-06,49.8258805785795,3.34177366580433e-06,49.8258805785795,3.34177366580427e-06,0.450000000000069,0.449999999999926,49.8790355557953,6.68354733160868e-06
346,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579561e-06,49.8273926341321,3.34177366580113e-06,49.8258805785795,3.34177366580405e-06,49.8258805785795,3.34177366580457e-06,0.450000000000142,0.449999999999834,49.8790355557953,6.68354733160868e-06
347,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579841e-06,49.8273926341321,3.34177366579836e-06,49.8258805785795,3.34177366580426e-06,49.8258805785795,3.34177366580439e-06,0.449999999999994,0.449999999999991,49.8790355557953,6.68354733160868e-06
348,49.9395177778976,6.68354733160866e-06,49.8273926341321,3.34177366579929e-06,49.8273926341321,3.3417736657973e-06,49.8258805785795,3.34177366580405e-06,49.8258805785795,3.34177366580431e-06,0.450000000000064,0.449999999999953,49.8790355557953,6.68354733160868e-06
