environment | time (second),inlet | u_mmHg (dimensionless),inlet | v_mm3_s (mm3_per_s),PV1 | u_mmHg (dimensionless),PV1 | v_mm3_s (mm3_per_s),PV2 | u_mmHg (dimensionless),PV2 | v_mm3_s (mm3_per_s),PV3 | u_mmHg (dimensionless),PV3 | v_mm3_s (mm3_per_s),PV4 | u_mmHg (dimensionless),PV4 | v_mm3_s (mm3_per_s),PV5 | u_mmHg (dimensionless),PV5 | v_mm3_s (mm3_per_s),PV6 | u_mmHg (dimensionless),PV6 | v_mm3_s (mm3_per_s),V1 | u_mmHg (dimensionless),V1 | v_mm3_s (mm3_per_s),V2 | u_mmHg (dimensionless),V2 | v_mm3_s (mm3_per_s),V3 | u_mmHg (dimensionless),V3 | v_mm3_s (mm3_per_s),V4 | u_mmHg (dimensionless),V4 | v_mm3_s (mm3_per_s),V5 | u_mmHg (dimensionless),V5 | v_mm3_s (mm3_per_s),V6 | u_mmHg (dimensionless),V6 | v_mm3_s (mm3_per_s),VV_junc1 | H_VV_out_alpha (dimensionless),VV_junc1 | H_VV_out_beta (dimensionless),VV_junc1 | u_mmHg (dimensionless),VV_junc1 | v_mm3_s (mm3_per_s),VV_junc2 | H_VV_out_alpha (dimensionless),VV_junc2 | H_VV_out_beta (dimensionless),VV_junc2 | u_mmHg (dimensionless),VV_junc2 | v_mm3_s (mm3_per_s),VV_junc3 | H_VV_out_alpha (dimensionless),VV_junc3 | H_VV_out_beta (dimensionless),VV_junc3 | u_mmHg (dimensionless),VV_junc3 | v_mm3_s (mm3_per_s)
150,49.9069077806588,1.02870931756533e-05,49.7343284984356,5.14354658798977e-06,49.7343284984356,5.1435465879953e-06,49.5748765652585,2.57177329396182e-06,49.5748765652585,2.57177329395632e-06,49.5748765652581,2.57177329395255e-06,49.5748765652581,2.57177329395454e-06,49.7320011929506,5.14354658782401e-06,49.7320011929506,5.14354658782807e-06,49.5731246724161,2.57177329392142e-06,49.5731246724161,2.57177329392088e-06,49.5731246724158,2.57177329391168e-06,49.5731246724158,2.57177329391262e-06,0.450000000368516,0.450000000368315,49.8138155613176,1.02870931756597e-05,0.450000000080893,0.450000000080455,49.6152083367994,5.14354658783395e-06,0.450000000076615,0.450000000076456,49.615208336799,5.1435465878385e-06
151,49.906907780643,1.02870931749784e-05,49.7343284984122,5.14354658728597e-06,49.7343284984122,5.14354658727352e-06,49.5748765652522,2.57177329370175e-06,49.5748765652522,2.57177329370287e-06,49.5748765652525,2.57177329369886e-06,49.5748765652525,2.57177329370294e-06,49.73200119293,5.14354658749097e-06,49.7320011929301,5.14354658749386e-06,49.5731246724103,2.57177329373758e-06,49.5731246724103,2.57177329373709e-06,49.5731246724105,2.57177329374832e-06,49.5731246724105,2.57177329374809e-06,0.449999999552757,0.449999999552306,49.8138155612859,1.02870931749985e-05,0.449999999902211,0.449999999902123,49.6152083367901,5.1435465875129e-06,0.449999999907203,0.449999999906879,49.6152083367902,5.14354658748653e-06
152,49.9069077806622,1.02870931757985e-05,49.7343284984406,5.14354658815946e-06,49.7343284984406,5.14354658817345e-06,49.5748765652597,2.57177329404348e-06,49.5748765652597,2.57177329401367e-06,49.5748765652594,2.57177329399435e-06,49.5748765652594,2.57177329400061e-06,49.7320011929549,5.14354658788777e-06,49.7320011929549,5.14354658790957e-06,49.5731246724173,2.57177329395818e-06,49.5731246724173,2.57177329395806e-06,49.5731246724169,2.57177329394923e-06,49.5731246724169,2.57177329394878e-06,0.450000000542523,0.450000000542016,49.8138155613244,1.02870931758107e-05,0.450000000118899,0.450000000116527,49.6152083368014,5.14354658792126e-06,0.450000000113606,0.450000000113108,49.6152083368008,5.14354658788943e-06
153,49.9069077806387,1.02870931748127e-05,49.734328498406,5.14354658708536e-06,49.734328498406,5.14354658707603e-06,49.5748765652506,2.57177329361187e-06,49.5748765652506,2.57177329363756e-06,49.574876565251,2.57177329362767e-06,49.574876565251,2.57177329362634e-06,49.7320011929246,5.14354658741085e-06,49.7320011929246,5.1435465874041e-06,49.5731246724087,2.57177329369101e-06,49.5731246724087,2.57177329369112e-06,49.5731246724092,2.57177329370558e-06,49.5731246724092,2.57177329370511e-06,0.449999999340874,0.449999999340536,49.8138155612774,1.02870931748021e-05,0.449999999856336,0.449999999854291,49.6152083367876,5.14354658740831e-06,0.449999999863213,0.449999999863107,49.6152083367879,5.14354658739285e-06
154,49.9069077806672,1.02870931760242e-05,49.734328498448,5.14354658836553e-06,49.734328498448,5.14354658835626e-06,49.5748765652618,2.57177329406812e-06,49.5748765652618,2.57177329406927e-06,49.5748765652612,2.57177329405988e-06,49.5748765652612,2.57177329406441e-06,49.7320011929615,5.14354658800956e-06,49.7320011929614,5.14354658800805e-06,49.5731246724192,2.57177329401957e-06,49.5731246724192,2.57177329401914e-06,49.5731246724186,2.57177329400065e-06,49.5731246724186,2.57177329400049e-06,0.450000000803426,0.45000000080309,49.8138155613345,1.02870931760172e-05,0.450000000176613,0.450000000176522,49.615208336804,5.14354658797129e-06,0.450000000166603,0.450000000166242,49.6152083368036,5.14354658800403e-06
155,49.9069077806324,1.028709317456e-05,49.7343284983968,5.1435465868043e-06,49.7343284983968,5.14354658679036e-06,49.5748765652483,2.57177329349517e-06,49.5748765652482,2.5717732935169e-06,49.5748765652488,2.57177329354442e-06,49.5748765652488,2.57177329355587e-06,49.7320011929165,5.14354658729703e-06,49.7320011929166,5.14354658726248e-06,49.5731246724066,2.57177329362232e-06,49.5731246724066,2.5717732936216e-06,49.5731246724071,2.57177329363979e-06,49.5731246724071,2.5717732936403e-06,0.449999999023591,0.449999999023086,49.8138155612648,1.0287093174521e-05,0.44999999978951,0.449999999787781,49.6152083367836,5.14354658721822e-06,0.449999999798448,0.449999999797537,49.6152083367846,5.14354658727188e-06
156,49.9069077806751,1.02870931763303e-05,49.7343284984596,5.1435465887099e-06,49.7343284984596,5.14354658873982e-06,49.5748765652648,2.57177329426046e-06,49.5748765652648,2.57177329423614e-06,49.5748765652639,2.57177329420321e-06,49.5748765652639,2.5717732942082e-06,49.7320011929716,5.14354658814327e-06,49.7320011929717,5.14354658818474e-06,49.573124672422,2.57177329410457e-06,49.573124672422,2.57177329410417e-06,49.5731246724212,2.57177329408043e-06,49.5731246724212,2.57177329407967e-06,0.450000001193078,0.450000001191994,49.8138155613502,1.02870931763609e-05,0.450000000262384,0.450000000260448,49.6152083368093,5.14354658824232e-06,0.450000000246405,0.450000000246009,49.6152083368077,5.14354658815591e-06
157,49.9069077806232,1.02870931741356e-05,49.7343284983831,5.14354658642268e-06,49.7343284983831,5.14354658639444e-06,49.5748765652444,2.57177329334684e-06,49.5748765652444,2.57177329337025e-06,49.5748765652455,2.57177329342582e-06,49.5748765652455,2.57177329341798e-06,49.7320011929046,5.14354658709026e-06,49.7320011929046,5.1435465870586e-06,49.573124672403,2.57177329351176e-06,49.573124672403,2.57177329351211e-06,49.573124672404,2.57177329354302e-06,49.573124672404,2.57177329354319e-06,0.449999998541876,0.449999998540853,49.8138155612464,1.02870931741536e-05,0.449999999673859,0.449999999671995,49.6152083367783,5.14354658706361e-06,0.449999999701506,0.449999999700882,49.61520833678,5.14354658713364e-06
158,49.9069077806861,1.02870931768258e-05,49.7343284984758,5.14354658920136e-06,49.7343284984758,5.14354658927559e-06,49.5748765652691,2.57177329439816e-06,49.5748765652691,2.57177329437338e-06,49.5748765652679,2.57177329431448e-06,49.5748765652679,2.57177329431824e-06,49.7320011929858,5.14354658837863e-06,49.7320011929858,5.14354658843371e-06,49.573124672426,2.57177329423316e-06,49.573124672426,2.57177329423382e-06,49.5731246724248,2.57177329419699e-06,49.5731246724248,2.57177329419716e-06,0.450000001775991,0.4500000017733,49.8138155613722,1.02870931768157e-05,0.450000000398137,0.450000000396164,49.6152083368156,5.14354658845059e-06,0.450000000359531,0.450000000359232,49.6152083368132,5.14354658831689e-06
159,49.9069077806097,1.02870931735768e-05,49.7343284983632,5.14354658581867e-06,49.7343284983632,5.14354658580631e-06,49.5748765652391,2.5717732931827e-06,49.5748765652391,2.57177329322021e-06,49.5748765652408,2.57177329317247e-06,49.5748765652408,2.57177329317967e-06,49.7320011928872,5.14354658679514e-06,49.7320011928871,5.14354658679614e-06,49.573124672398,2.57177329335445e-06,49.573124672398,2.57177329335485e-06,49.5731246723996,2.57177329340355e-06,49.5731246723996,2.57177329340382e-06,0.449999997847444,0.449999997846996,49.8138155612195,1.02870931735752e-05,0.449999999521792,0.449999999518807,49.615208336771,5.14354658686807e-06,0.44999999956898,0.449999999568406,49.6152083367719,5.14354658674893e-06
160,49.9069077807032,1.02870931774755e-05,49.7343284985012,5.14354658989952e-06,49.7343284985011,5.14354659005306e-06,49.5748765652754,2.57177329490964e-06,49.5748765652755,2.57177329485137e-06,49.5748765652739,2.57177329457864e-06,49.5748765652738,2.57177329461388e-06,49.7320011930082,5.14354658865967e-06,49.732001193008,5.14354658881283e-06,49.5731246724319,2.57177329442294e-06,49.5731246724319,2.57177329442312e-06,49.5731246724304,2.5717732943664e-06,49.5731246724304,2.57177329436534e-06,0.450000002619878,0.450000002614314,49.8138155614064,1.02870931775542e-05,0.450000000574308,0.450000000569671,49.6152083368279,5.14354658915818e-06,0.450000000534682,0.450000000531877,49.6152083368226,5.14354658869706e-06
161,49.9069077805896,1.02870931726699e-05,49.7343284983329,5.14354658491414e-06,49.7343284983328,5.14354658491628e-06,49.5748765652305,2.57177329288279e-06,49.5748765652305,2.57177329292237e-06,49.5748765652334,2.57177329289248e-06,49.5748765652334,2.57177329287989e-06,49.7320011928606,5.14354658636298e-06,49.7320011928605,5.1435465863535e-06,49.5731246723901,2.57177329312137e-06,49.5731246723901,2.57177329312132e-06,49.5731246723927,2.5717732931865e-06,49.5731246723927,2.57177329318584e-06,0.449999996801824,0.449999996801746,49.8138155611791,1.02870931728075e-05,0.449999999273281,0.449999999270131,49.6152083367589,5.14354658649972e-06,0.449999999347187,0.449999999346186,49.6152083367606,5.14354658631873e-06
162,49.9069077807273,1.02870931785601e-05,49.7343284985361,5.1435465910379e-06,49.7343284985361,5.14354659116541e-06,49.5748765652849,2.57177329519411e-06,49.5748765652849,2.57177329513673e-06,49.5748765652826,2.57177329490588e-06,49.5748765652826,2.57177329492196e-06,49.7320011930386,5.14354658921595e-06,49.7320011930385,5.14354658933077e-06,49.5731246724406,2.57177329471345e-06,49.5731246724406,2.57177329471415e-06,49.5731246724385,2.57177329461953e-06,49.5731246724385,2.57177329461899e-06,0.45000000388731,0.45000000388269,49.8138155614546,1.0287093178631e-05,0.450000000876288,0.450000000871722,49.6152083368405,5.14354658948105e-06,0.450000000801105,0.450000000799825,49.6152083368352,5.14354658910179e-06
163,49.9069077805596,1.02870931714705e-05,49.7343284982896,5.14354658354333e-06,49.7343284982896,5.14354658351552e-06,49.574876565219,2.57177329249606e-06,49.574876565219,2.57177329256877e-06,49.574876565223,2.57177329242153e-06,49.574876565223,2.57177329239836e-06,49.7320011928227,5.14354658574869e-06,49.7320011928227,5.14354658573727e-06,49.5731246723793,2.57177329278948e-06,49.5731246723793,2.57177329278986e-06,49.5731246723831,2.57177329287972e-06,49.5731246723831,2.57177329288136e-06,0.449999995282837,0.44999999528183,49.8138155611191,1.02870931713833e-05,0.449999998944562,0.449999998938776,49.6152083367429,5.1435465860186e-06,0.449999999037673,0.44999999903583,49.6152083367446,5.14354658568936e-06
164,49.9069077807627,1.0287093180153e-05,49.7343284985891,5.1435465926474e-06,49.7343284985892,5.14354659265421e-06,49.5748765652986,2.57177329559205e-06,49.5748765652987,2.57177329549114e-06,49.5748765652956,2.5717732955066e-06,49.5748765652956,2.57177329552722e-06,49.732001193085,5.14354659004115e-06,49.732001193085,5.14354659004851e-06,49.5731246724535,2.57177329513043e-06,49.5731246724535,2.57177329513088e-06,49.5731246724506,2.57177329499481e-06,49.5731246724506,2.5717732949952e-06,0.450000005736761,0.450000005736514,49.8138155615254,1.02870931800135e-05,0.450000001253159,0.450000001245129,49.6152083368579,5.14354658982393e-06,0.45000000117497,0.45000000117333,49.6152083368558,5.14354658995853e-06
165,49.9069077805149,1.0287093169706e-05,49.7343284982257,5.14354658144073e-06,49.7343284982258,5.14354658136433e-06,49.5748765652026,2.57177329160148e-06,49.5748765652025,2.57177329170786e-06,49.5748765652073,2.57177329178408e-06,49.5748765652073,2.57177329175753e-06,49.7320011927667,5.14354658488058e-06,49.7320011927668,5.14354658477939e-06,49.5731246723639,2.57177329229932e-06,49.5731246723639,2.57177329229927e-06,49.5731246723686,2.57177329242445e-06,49.5731246723686,2.57177329242519e-06,0.449999993047299,0.44999999304453,49.8138155610297,1.02870931691968e-05,0.449999998515422,0.449999998506956,49.6152083367176,5.1435465850227e-06,0.449999998570183,0.44999999856807,49.615208336721,5.14354658481716e-06
166,49.9069077808188,1.02870931823002e-05,49.7343284986694,5.1435465953071e-06,49.7343284986695,5.14354659527468e-06,49.5748765653196,2.571773296254e-06,49.5748765653196,2.57177329613107e-06,49.5748765653149,2.57177329643688e-06,49.5748765653148,2.57177329646474e-06,49.7320011931554,5.14354659118902e-06,49.7320011931556,5.14354659114615e-06,49.573124672473,2.57177329573668e-06,49.5731246724731,2.57177329573709e-06,49.5731246724685,2.57177329555452e-06,49.5731246724685,2.5717732955531e-06,0.450000008486468,0.450000008485293,49.8138155616378,1.02870931827956e-05,0.45000000181199,0.450000001802207,49.6152083368868,5.14354659066976e-06,0.450000001748627,0.450000001746409,49.6152083368866,5.14354659126275e-06
167,49.9069077804472,1.02870931668036e-05,49.734328498121,5.14354657901246e-06,49.7343284981213,5.14354657847071e-06,49.574876565177,2.57177328995742e-06,49.574876565177,2.5717732901224e-06,49.5748765651831,2.57177329081643e-06,49.5748765651831,2.57177329078681e-06,49.7320011926743,5.14354658371653e-06,49.7320011926748,5.14354658317701e-06,49.5731246723401,2.57177329152896e-06,49.57312467234,2.57177329152932e-06,49.573124672346,2.57177329172099e-06,49.573124672346,2.57177329172252e-06,0.4499999896032,0.449999989583568,49.8138155608941,1.0287093166914e-05,0.44999999782526,0.449999997812132,49.615208336668,5.14354658215961e-06,0.449999997862412,0.449999997860055,49.6152083366843,5.14354658344382e-06
168,49.9069077808988,1.02870931859605e-05,49.7343284987913,5.1435465983717e-06,49.7343284987912,5.14354659899838e-06,49.5748765653532,2.57177329832552e-06,49.5748765653533,2.57177329813212e-06,49.5748765653446,2.57177329727264e-06,49.5748765653445,2.57177329732083e-06,49.7320011932623,5.14354659259577e-06,49.7320011932621,5.14354659321876e-06,49.5731246725042,2.57177329664958e-06,49.5731246725042,2.57177329665031e-06,49.5731246724961,2.57177329642639e-06,49.5731246724961,2.57177329642395e-06,0.450000012729091,0.450000012706382,49.8138155617977,1.02870931856287e-05,0.450000002804184,0.450000002788794,49.6152083369473,5.14354659376841e-06,0.450000002614256,0.450000002610421,49.6152083369252,5.14354659213222e-06
169,49.9069077803508,1.02870931625873e-05,49.7343284979787,5.14354657448624e-06,49.7343284979786,5.1435465742063e-06,49.5748765651363,2.5717732883287e-06,49.5748765651362,2.5717732885615e-06,49.5748765651497,2.57177328911755e-06,49.5748765651498,2.57177328906296e-06,49.7320011925501,5.14354658152341e-06,49.7320011925499,5.14354658122702e-06,49.5731246723026,2.57177329035017e-06,49.5731246723025,2.57177329034778e-06,49.5731246723149,2.57177329072545e-06,49.573124672315,2.5717732907281e-06,0.449999984539202,0.449999984529057,49.8138155607015,1.02870931629122e-05,0.449999996474945,0.449999996456418,49.6152083366102,5.1435465804152e-06,0.449999996881426,0.449999996877082,49.6152083366298,5.14354658102911e-06
170,49.9069077785777,1.02870930952045e-05,49.7343284951098,5.14354652848123e-06,49.7343284951096,5.14354652797022e-06,49.5748765644324,2.57177326833992e-06,49.5748765644321,2.5717732689241e-06,49.5748765644759,2.57177327032091e-06,49.5748765644761,2.5717732702029e-06,49.7320011898422,5.1435465480204e-06,49.7320011898418,5.1435465475084e-06,49.5731246716405,2.571773273056e-06,49.5731246716404,2.57177327306223e-06,49.5731246716814,2.57177327405803e-06,49.5731246716815,2.57177327407625e-06,0.449999964847327,0.449999964828809,49.8138155571547,1.0287093095636e-05,0.449999989417423,0.449999989370934,49.6152083356027,5.14354654602084e-06,0.449999989937324,0.449999989927932,49.6152083356667,5.14354654826093e-06
171,49.9069077787281,1.02870931045065e-05,49.7343284951211,5.14354655615446e-06,49.7343284951202,5.143546557178e-06,49.5748765643457,2.57177327647654e-06,49.5748765643459,2.57177327654641e-06,49.574876564382,2.57177327698873e-06,49.574876564382,2.57177327702843e-06,49.7320011896535,5.14354655173014e-06,49.7320011896517,5.14354655276885e-06,49.573124671547,2.57177327592533e-06,49.5731246715472,2.57177327597373e-06,49.5731246715815,2.57177327638111e-06,49.5731246715814,2.57177327639241e-06,0.45000001612278,0.45000001608569,49.8138155574563,1.02870931045836e-05,0.449999997105714,0.449999997100154,49.6152083355765,5.14354655221632e-06,0.449999997240093,0.449999997236934,49.6152083356205,5.14354655300394e-06
172,49.9069077785649,1.02870930909454e-05,49.7343284949111,5.14354653951882e-06,49.7343284949101,5.14354654011803e-06,49.5748765640816,2.57177327096554e-06,49.5748765640816,2.57177327126831e-06,49.5748765641283,2.57177327179638e-06,49.5748765641283,2.57177327173655e-06,49.732001189448,5.14354654523127e-06,49.7320011894461,5.14354654583642e-06,49.5731246712857,2.57177327225504e-06,49.5731246712859,2.57177327233546e-06,49.5731246713316,2.57177327302167e-06,49.5731246713315,2.5717732730217e-06,0.449999994605556,0.449999994583842,49.8138155571296,1.02870930909721e-05,0.449999993665902,0.449999993641807,49.6152083352527,5.14354654498493e-06,0.449999993643602,0.449999993638842,49.615208335308,5.14354654600902e-06
173,49.9069077793889,1.02870931170044e-05,49.7343284962619,5.14354656204212e-06,49.7343284962612,5.14354656305662e-06,49.574876564257,2.57177328064457e-06,49.5748765642571,2.57177328052135e-06,49.5748765642774,2.57177328052933e-06,49.5748765642774,2.57177328057328e-06,49.7320011907012,5.14354655786905e-06,49.7320011906996,5.14354655889965e-06,49.5731246714364,2.57177327919383e-06,49.5731246714365,2.5717732792745e-06,49.5731246714579,2.5717732793324e-06,49.5731246714578,2.57177327932248e-06,0.450000018681306,0.450000018644543,49.813815558778,1.02870931161788e-05,0.450000001159073,0.450000001149267,49.6152083355574,5.14354655841907e-06,0.450000000774891,0.450000000771393,49.615208335578,5.14354655860279e-06
174,49.9069077792033,1.0287093100451e-05,49.7343284961358,5.14354654122227e-06,49.7343284961354,5.14354654177089e-06,49.5748765641082,2.5717732731501e-06,49.5748765641079,2.57177327350199e-06,49.5748765641422,2.57177327362985e-06,49.5748765641423,2.57177327355317e-06,49.7320011906808,5.14354654989051e-06,49.73200119068,5.14354655045006e-06,49.5731246712919,2.57177327454758e-06,49.5731246712915,2.57177327459846e-06,49.5731246713257,2.5717732752968e-06,49.5731246713258,2.57177327529765e-06,0.449999989234525,0.449999989214645,49.8138155584063,1.02870930992503e-05,0.449999996097851,0.449999996069848,49.6152083353378,5.1435465501263e-06,0.449999996268202,0.449999996262101,49.6152083353727,5.14354655021543e-06
175,49.9069077802319,1.02870931363707e-05,49.7343284977767,5.14354657607779e-06,49.7343284977761,5.14354657756612e-06,49.5748765645075,2.57177328740998e-06,49.5748765645075,2.57177328711055e-06,49.574876564509,2.57177328620397e-06,49.574876564509,2.57177328627633e-06,49.7320011922024,5.14354656740584e-06,49.7320011922012,5.14354656889383e-06,49.5731246716634,2.57177328434096e-06,49.5731246716632,2.5717732843615e-06,49.5731246716658,2.57177328422524e-06,49.5731246716658,2.5717732842307e-06,0.450000023595431,0.450000023541498,49.8138155604641,1.02870931366788e-05,0.450000005135018,0.450000005111189,49.6152083359238,5.14354657051808e-06,0.450000004755772,0.450000004750013,49.6152083359117,5.14354656895102e-06
